"ts_code";"symbol";"name";"area";"industry";"fullname";"enname";"market";"exchange";"curr_type";"list_status";"list_date";"delist_date";"is_hs";"live_year"
"000555.SZ";"000555";"神州信息";"广东";"软件服务";"神州数码信息服务股份有限公司";"Digital China Information Service Company Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"S";"28"
"000557.SZ";"000557";"西部创业";"宁夏";"铁路";"宁夏西部创业实业股份有限公司";"Ningxia Western Venture Industrial Co., Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000558.SZ";"000558";"莱茵体育";"浙江";"文教休闲";"莱茵达体育发展股份有限公司";"Lander Sports Development Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000559.SZ";"000559";"万向钱潮";"浙江";"汽车配件";"万向钱潮股份有限公司";"Wanxiang Qianchao Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"S";"28"
"000560.SZ";"000560";"我爱我家";"云南";"房产服务";"我爱我家控股集团股份有限公司";"5I5J Holding Group Co., Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"S";"28"
"000561.SZ";"000561";"烽火电子";"陕西";"通信设备";"陕西烽火电子股份有限公司";"Shaanxi Fenghuo Electronics Co., Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000563.SZ";"000563";"陕国投A";"陕西";"多元金融";"陕西省国际信托股份有限公司";"Shaanxi International Trust Co.,Ltd";"主板";"SZSE";"CNY";"L";"1994";"";"S";"28"
"000564.SZ";"000564";"*ST大集";"陕西";"百货";"供销大集集团股份有限公司";"Ccoop Group Co., Ltd";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000565.SZ";"000565";"渝三峡A";"重庆";"染料涂料";"重庆三峡油漆股份有限公司";"Chongqing Sanxia Paints Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000566.SZ";"000566";"海南海药";"海南";"化学制药";"海南海药股份有限公司";"Hainan Haiyao Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000567.SZ";"000567";"海德股份";"海南";"多元金融";"海南海德资本管理股份有限公司";"Hainan Haide Capital Management Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"S";"28"
"000568.SZ";"000568";"泸州老窖";"四川";"白酒";"泸州老窖股份有限公司";"Luzhou Laojiao Co.,Ltd";"主板";"SZSE";"CNY";"L";"1994";"";"S";"28"
"000570.SZ";"000570";"苏常柴A";"江苏";"机械基件";"常柴股份有限公司";"Changchai Company,Limited";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000571.SZ";"000571";"ST大洲";"海南";"煤炭开采";"新大洲控股股份有限公司";"Sundiro Holding Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000572.SZ";"000572";"海马汽车";"海南";"汽车整车";"海马汽车股份有限公司";"Haima Automobile Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000573.SZ";"000573";"粤宏远A";"广东";"区域地产";"东莞宏远工业区股份有限公司";"DongGuan Winnerway Industry Zone LTD.";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000576.SZ";"000576";"甘化科工";"广东";"食品";"广东甘化科工股份有限公司";"Guangdong Ganhua Science & Industry Co., Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000581.SZ";"000581";"威孚高科";"江苏";"汽车配件";"无锡威孚高科技集团股份有限公司";"Weifu High-Technology Group Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1998";"";"S";"24"
"000582.SZ";"000582";"北部湾港";"广西";"港口";"北部湾港股份有限公司";"Beibu Gulf Port Co., Ltd.";"主板";"SZSE";"CNY";"L";"1995";"";"S";"27"
"000584.SZ";"000584";"哈工智能";"江苏";"专用机械";"江苏哈工智能机器人股份有限公司";"Jiangsu Hagong Intelligent Robot Co.,Ltd";"主板";"SZSE";"CNY";"L";"1995";"";"N";"27"
"000585.SZ";"000585";"*ST东电";"海南";"电气设备";"东北电气发展股份有限公司";"Northeast Electric Development Company Limited";"主板";"SZSE";"CNY";"L";"1995";"";"N";"27"
"000586.SZ";"000586";"汇源通信";"四川";"通信设备";"四川汇源光通信股份有限公司";"Sichuan Huiyuan Optical Communications Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1995";"";"N";"27"
"000587.SZ";"000587";"*ST金洲";"黑龙江";"批发业";"金洲慈航集团股份有限公司";"Jinzhou Cihang Group Co., Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000589.SZ";"000589";"贵州轮胎";"贵州";"汽车配件";"贵州轮胎股份有限公司";"Guizhou Tyre Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000590.SZ";"000590";"启迪药业";"湖南";"中成药";"启迪药业集团股份公司";"Tus-Pharmaceutical Group Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000591.SZ";"000591";"太阳能";"重庆";"新型电力";"中节能太阳能股份有限公司";"Cecep Solar Energy Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000592.SZ";"000592";"平潭发展";"福建";"林业";"中福海峡(平潭)发展股份有限公司";"Zhongfu Straits (Pingtan) Development Company Limited";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000593.SZ";"000593";"德龙汇能";"四川";"供气供热";"德龙汇能集团股份有限公司";"Delong Composite Energy Group Co., Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000595.SZ";"000595";"宝塔实业";"宁夏";"机械基件";"宝塔实业股份有限公司";"Baota Industry Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000596.SZ";"000596";"古井贡酒";"安徽";"白酒";"安徽古井贡酒股份有限公司";"Anhui Gujing Distillery Company Limited";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000597.SZ";"000597";"东北制药";"辽宁";"化学制药";"东北制药集团股份有限公司";"Northeast Pharmaceutical Group Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000598.SZ";"000598";"兴蓉环境";"四川";"水务";"成都市兴蓉环境股份有限公司";"Chengdu Xingrong Environment Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000599.SZ";"000599";"青岛双星";"山东";"汽车配件";"青岛双星股份有限公司";"Qingdao Doublestar Co.,Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000600.SZ";"000600";"建投能源";"河北";"火力发电";"河北建投能源投资股份有限公司";"Jointo Energy Investment Co.,Ltd.Hebei.";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000601.SZ";"000601";"韶能股份";"广东";"水力发电";"广东韶能集团股份有限公司";"Guangdong Shaoneng Group Co.,Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000603.SZ";"000603";"盛达资源";"北京";"铅锌";"盛达金属资源股份有限公司";"Shengda Resources Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000605.SZ";"000605";"渤海股份";"北京";"水务";"渤海水业股份有限公司";"Bohai Water Industry Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000606.SZ";"000606";"ST顺利";"青海";"互联网";"顺利办信息服务股份有限公司";"Shunliban Information Service Co., Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000607.SZ";"000607";"华媒控股";"浙江";"广告包装";"浙江华媒控股股份有限公司";"Zhejiang Huamei Holding Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000608.SZ";"000608";"阳光股份";"广西";"区域地产";"阳光新业地产股份有限公司";"Yang Guang Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000609.SZ";"000609";"*ST中迪";"北京";"区域地产";"北京中迪投资股份有限公司";"Beijing Zodi Investment Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000610.SZ";"000610";"西安旅游";"陕西";"旅游服务";"西安旅游股份有限公司";"Xi'an Tourism Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000611.SZ";"000611";"*ST天首";"内蒙";"商贸代理";"内蒙古天首科技发展股份有限公司";"Inner Mongolia TianShou Technology&development, Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000612.SZ";"000612";"焦作万方";"河南";"铝";"焦作万方铝业股份有限公司";"Jiaozuo Wanfang Aluminum Manufacturing Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000613.SZ";"000613";"*ST东海A";"海南";"旅游服务";"海南大东海旅游中心股份有限公司";"Hainan Dadonghai Tourism Centre (Holdings) Co.,Ltd";"主板";"SZSE";"CNY";"L";"1997";"";"N";"25"
"000615.SZ";"000615";"奥园美谷";"湖北";"区域地产";"奥园美谷科技股份有限公司";"Aoyuan Beauty Valley Technology Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000616.SZ";"000616";"ST海投";"辽宁";"全国地产";"海航投资集团股份有限公司";"HNA Investment Group Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000617.SZ";"000617";"中油资本";"新疆";"多元金融";"中国石油集团资本股份有限公司";"Cnpc Capital Company Limited";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000619.SZ";"000619";"海螺型材";"安徽";"其他建材";"芜湖海螺型材科技股份有限公司";"Wuhu Conch Profiles and Science Co., Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000620.SZ";"000620";"新华联";"北京";"全国地产";"新华联文化旅游发展股份有限公司";"Macrolink Culturaltainment Development Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000622.SZ";"000622";"恒立实业";"湖南";"汽车配件";"恒立实业发展集团股份有限公司";"Hengli Industrial Development Group Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000623.SZ";"000623";"吉林敖东";"吉林";"中成药";"吉林敖东药业集团股份有限公司";"Jilin Aodong Pharmaceutical Group Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000625.SZ";"000625";"长安汽车";"重庆";"汽车整车";"重庆长安汽车股份有限公司";"Chongqing Changan Automobile Company Limited";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000626.SZ";"000626";"远大控股";"江苏";"商贸代理";"远大产业控股股份有限公司";"Grand Industrial Holding Co., Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000627.SZ";"000627";"天茂集团";"湖北";"保险";"天茂实业集团股份有限公司";"Hubei Biocause Pharmaceutical Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000628.SZ";"000628";"高新发展";"四川";"园区开发";"成都高新发展股份有限公司";"Chengdu Hi-Tech Development Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000629.SZ";"000629";"攀钢钒钛";"四川";"小金属";"攀钢集团钒钛资源股份有限公司";"Pangang Group Vanadium & Titanium Resources Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000630.SZ";"000630";"铜陵有色";"安徽";"铜";"铜陵有色金属集团股份有限公司";"Tongling Nonferrous Metals Group Co.,Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000631.SZ";"000631";"顺发恒业";"吉林";"区域地产";"顺发恒业股份公司";"Shunfa Hengye Corporation.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000632.SZ";"000632";"三木集团";"福建";"综合类";"福建三木集团股份有限公司";"Fujian Sanmu Group Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000633.SZ";"000633";"合金投资";"新疆";"小金属";"新疆合金投资股份有限公司";"Xinjiang Hejin Holding Co.,Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000635.SZ";"000635";"英力特";"宁夏";"化工原料";"宁夏英力特化工股份有限公司";"Ningxia Younglight Chemicals Co.,Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000636.SZ";"000636";"风华高科";"广东";"元器件";"广东风华高新科技股份有限公司";"Guangdong Fenghua Advanced Technology(Holding) Co.,Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000637.SZ";"000637";"茂化实华";"广东";"石油加工";"茂名石化实华股份有限公司";"Maoming Petro-Chemical Shihua Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000638.SZ";"000638";"*ST万方";"吉林";"软件服务";"万方城镇投资发展股份有限公司";"Vanfund Urban Investment&Development Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000639.SZ";"000639";"西王食品";"山东";"食品";"西王食品股份有限公司";"Xiwang Foodstuffs Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000650.SZ";"000650";"仁和药业";"江西";"中成药";"仁和药业股份有限公司";"Renhe Pharmacy Co.,Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000651.SZ";"000651";"格力电器";"广东";"家用电器";"珠海格力电器股份有限公司";"Gree Electric Appliances,Inc. of Zhuhai";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000652.SZ";"000652";"泰达股份";"天津";"批发业";"天津泰达股份有限公司";"Tianjin TEDA Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000655.SZ";"000655";"金岭矿业";"山东";"普钢";"山东金岭矿业股份有限公司";"Shandong Jinling Mining Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000656.SZ";"000656";"金科股份";"重庆";"区域地产";"金科地产集团股份有限公司";"Jinke Property Group Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000657.SZ";"000657";"中钨高新";"海南";"小金属";"中钨高新材料股份有限公司";"China Tungsten and Hightech Materials Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000659.SZ";"000659";"珠海中富";"广东";"广告包装";"珠海中富实业股份有限公司";"Zhuhai Zhongfu Enterprise Co.,Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000661.SZ";"000661";"长春高新";"吉林";"生物制药";"长春高新技术产业(集团)股份有限公司";"Changchun High-Tech Industry (Group) Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000663.SZ";"000663";"永安林业";"福建";"林业";"福建省永安林业(集团)股份有限公司";"Fujian Yongan Forestry(Group) Joint-Stock Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000665.SZ";"000665";"湖北广电";"湖北";"影视音像";"湖北省广播电视信息网络股份有限公司";"Hubei Radio & Television Information Network Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000666.SZ";"000666";"经纬纺机";"北京";"多元金融";"经纬纺织机械股份有限公司";"Jingwei Textile Machinery Company Limited";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000667.SZ";"000667";"美好置业";"云南";"全国地产";"美好置业集团股份有限公司";"Myhome Real Estate Development Group Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000668.SZ";"000668";"荣丰控股";"山东";"区域地产";"荣丰控股集团股份有限公司";"Rongfeng Holding Group Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000669.SZ";"000669";"ST金鸿";"吉林";"供气供热";"金鸿控股集团股份有限公司";"Jinhong Holding Group Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000671.SZ";"000671";"阳光城";"福建";"区域地产";"阳光城集团股份有限公司";"Yango Group Co.,Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000672.SZ";"000672";"上峰水泥";"甘肃";"水泥";"甘肃上峰水泥股份有限公司";"Gansu Shangfeng Cement Co., Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000673.SZ";"000673";"*ST当代";"山西";"影视音像";"当代东方投资股份有限公司";"Lead Eastern Investment Co., Ltd";"主板";"SZSE";"CNY";"L";"1997";"";"N";"25"
"000676.SZ";"000676";"智度股份";"广东";"互联网";"智度科技股份有限公司";"Genimous Technology Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000677.SZ";"000677";"恒天海龙";"山东";"化纤";"恒天海龙股份有限公司";"Chtc Helon Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000678.SZ";"000678";"襄阳轴承";"湖北";"汽车配件";"襄阳汽车轴承股份有限公司";"Xiangyang Automobile Bearing Company., Ltd";"主板";"SZSE";"CNY";"L";"1997";"";"N";"25"
"000679.SZ";"000679";"大连友谊";"辽宁";"百货";"大连友谊(集团)股份有限公司";"Dalian Friendship (Group) Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1997";"";"N";"25"
"000680.SZ";"000680";"山推股份";"山东";"工程机械";"山推工程机械股份有限公司";"Shantui Construction Machinery Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000681.SZ";"000681";"视觉中国";"江苏";"互联网";"视觉(中国)文化发展股份有限公司";"Visual China Group Co., Ltd.";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000682.SZ";"000682";"东方电子";"山东";"电气设备";"东方电子股份有限公司";"Dongfang Electronics Co.,Ltd";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000683.SZ";"000683";"远兴能源";"内蒙";"化工原料";"内蒙古远兴能源股份有限公司";"Inner Mongolia Yuan Xing Energy Company Limited";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000685.SZ";"000685";"中山公用";"广东";"水务";"中山公用事业集团股份有限公司";"Zhongshan Public Utilities Group Co.,Ltd";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000686.SZ";"000686";"东北证券";"吉林";"证券";"东北证券股份有限公司";"Northeast Securities Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000687.SZ";"000687";"*ST华讯";"广东";"通信设备";"华讯方舟股份有限公司";"Huaxun Fangzhou Co., Ltd";"主板";"SZSE";"CNY";"L";"1997";"";"N";"25"
"000688.SZ";"000688";"国城矿业";"重庆";"铅锌";"国城矿业股份有限公司";"Guocheng Mining Co.,Ltd";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000690.SZ";"000690";"宝新能源";"广东";"火力发电";"广东宝丽华新能源股份有限公司";"Guangdong Baolihua New Energy Stock Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000691.SZ";"000691";"亚太实业";"甘肃";"化工原料";"甘肃亚太实业发展股份有限公司";"Gansu Yatai Industrial Developent Co., Ltd.";"主板";"SZSE";"CNY";"L";"1997";"";"N";"25"
"000692.SZ";"000692";"惠天热电";"辽宁";"供气供热";"沈阳惠天热电股份有限公司";"Shenyang Huitian Thermal Power Co.,Ltd";"主板";"SZSE";"CNY";"L";"1997";"";"N";"25"
"000695.SZ";"000695";"滨海能源";"天津";"广告包装";"天津滨海能源发展股份有限公司";"Tianjin Binhai Energy & Development Co.,Ltd";"主板";"SZSE";"CNY";"L";"1997";"";"N";"25"
"000697.SZ";"000697";"炼石航空";"陕西";"航空";"炼石航空科技股份有限公司";"Ligeance Aerospace Technology Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1997";"";"N";"25"
"000698.SZ";"000698";"沈阳化工";"辽宁";"化工原料";"沈阳化工股份有限公司";"Shenyang Chemical Industry Co.,Ltd";"主板";"SZSE";"CNY";"L";"1997";"";"N";"25"
"000700.SZ";"000700";"模塑科技";"江苏";"汽车配件";"江南模塑科技股份有限公司";"Jiangnan Mould & Plastic Technology Co., Ltd.";"主板";"SZSE";"CNY";"L";"1997";"";"N";"25"
"000701.SZ";"000701";"厦门信达";"福建";"综合类";"厦门信达股份有限公司";"Xiamen Xindeco Ltd.";"主板";"SZSE";"CNY";"L";"1997";"";"N";"25"
"000702.SZ";"000702";"正虹科技";"湖南";"饲料";"湖南正虹科技发展股份有限公司";"Hunan Zhenghong Science and Technology Develop Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1997";"";"N";"25"
"000703.SZ";"000703";"恒逸石化";"广西";"化纤";"恒逸石化股份有限公司";"Hengyi Petrochemical Co., Ltd";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000705.SZ";"000705";"浙江震元";"浙江";"医药商业";"浙江震元股份有限公司";"Zhejiang Zhenyuan Share Co., Ltd";"主板";"SZSE";"CNY";"L";"1997";"";"N";"25"
"000707.SZ";"000707";"*ST双环";"湖北";"化工原料";"湖北双环科技股份有限公司";"Hubei Shuanghuan Science and Technology Stock Co., Ltd.";"主板";"SZSE";"CNY";"L";"1997";"";"N";"25"
